time_s,dbfs,floor_dbfs,threshold_dbfs,is_above_threshold,event_fired
14.000,-17.85,-33.10,-13.10,0,0
14.100,-13.56,-33.10,-13.10,0,0
14.200,-21.57,-33.10,-13.10,0,0
14.300,-17.50,-33.10,-13.10,0,0
14.400,-14.29,-33.10,-13.10,0,0
14.500,-15.70,-33.10,-13.10,0,0
14.600,-26.32,-32.99,-12.99,0,0
14.700,-21.40,-32.85,-12.85,0,0
14.800,-30.22,-32.56,-12.56,0,0
14.900,-25.94,-32.20,-12.20,0,0
15.000,-22.42,-32.20,-12.20,0,0
15.100,-30.72,-32.20,-12.20,0,0
15.200,-20.76,-32.20,-12.20,0,0
15.300,-16.12,-32.01,-12.01,0,0
15.400,-16.30,-31.34,-11.34,0,0
15.500,-22.67,-30.93,-10.93,0,0
15.600,-18.97,-30.59,-10.59,0,0
15.700,-23.43,-30.59,-10.59,0,0
15.800,-27.50,-29.92,-9.92,0,0
15.900,-15.36,-29.92,-9.92,0,0
16.000,-18.71,-29.92,-9.92,0,0
16.100,-37.53,-30.59,-10.59,0,0
16.200,-39.36,-30.59,-10.59,0,0
16.300,-38.73,-30.93,-10.93,0,0
16.400,-20.70,-30.93,-10.93,0,0
16.500,-21.19,-30.93,-10.93,0,0
16.600,-16.21,-30.59,-10.59,0,0
16.700,-12.36,-29.92,-9.92,0,0
16.800,-12.86,-29.92,-9.92,0,0
16.900,-24.33,-28.72,-8.72,0,0
17.000,-18.52,-27.72,-7.72,0,0
17.100,-20.50,-27.24,-7.24,0,0
17.200,-15.88,-27.24,-7.24,0,0
17.300,-23.49,-26.40,-6.40,0,0
17.400,-23.21,-26.23,-6.23,0,0
17.500,-25.80,-25.90,-5.90,0,0
17.600,-23.81,-25.43,-5.43,0,0
17.700,-17.95,-24.20,-4.20,0,0
17.800,-17.42,-23.73,-3.73,0,0
17.900,-14.49,-23.47,-3.47,0,0
18.000,-10.34,-23.47,-3.47,0,0
18.100,-13.29,-23.47,-3.47,0,0
18.200,-15.54,-23.47,-3.47,0,0
18.300,-28.93,-23.73,-3.73,0,0
18.400,-18.91,-23.73,-3.73,0,0
18.500,-13.45,-23.73,-3.73,0,0
18.600,-24.05,-23.99,-3.99,0,0
18.700,-35.17,-23.99,-3.99,0,0
18.800,-37.86,-24.26,-4.26,0,0
18.900,-40.59,-25.43,-5.43,0,0
19.000,-36.24,-25.90,-5.90,0,0
19.100,-32.27,-26.23,-6.23,0,0
19.200,-33.19,-27.21,-7.21,0,0
19.300,-16.32,-27.21,-7.21,0,0
19.400,-11.37,-27.21,-7.21,0,0
19.500,-23.20,-27.21,-7.21,0,0
19.600,-22.14,-27.11,-7.11,0,0
19.700,-17.34,-27.11,-7.11,0,0
19.800,-28.79,-27.11,-7.11,0,0
19.900,-28.65,-28.36,-8.36,0,0
20.000,-34.26,-28.76,-8.76,0,0
