time_s,dbfs,floor_dbfs,threshold_dbfs,is_above_threshold,event_fired
14.000,-34.86,-37.77,-12.77,0,0
14.100,-35.28,-37.77,-12.77,0,0
14.200,-35.62,-37.77,-12.77,0,0
14.300,-29.48,-37.77,-12.77,0,0
14.400,-22.24,-37.77,-12.77,0,0
14.500,-23.37,-37.77,-12.77,0,0
14.600,-15.92,-37.77,-12.77,0,0
14.700,-20.93,-37.77,-12.77,0,0
14.800,-22.41,-37.77,-12.77,0,0
14.900,-16.16,-37.77,-12.77,0,0
15.000,-31.43,-37.77,-12.77,0,0
15.100,-21.99,-37.77,-12.77,0,0
15.200,-25.43,-37.77,-12.77,0,0
15.300,-32.97,-36.22,-11.22,0,0
15.400,-22.65,-36.22,-11.22,0,0
15.500,-23.78,-36.22,-11.22,0,0
15.600,-31.15,-36.22,-11.22,0,0
15.700,-24.17,-35.67,-10.67,0,0
15.800,-21.65,-35.31,-10.31,0,0
15.900,-32.38,-34.90,-9.90,0,0
16.000,-24.60,-34.74,-9.74,0,0
16.100,-26.52,-34.74,-9.74,0,0
16.200,-33.39,-34.74,-9.74,0,0
16.300,-26.76,-34.74,-9.74,0,0
16.400,-24.41,-34.32,-9.32,0,0
16.500,-23.17,-34.32,-9.32,0,0
16.600,-31.34,-34.32,-9.32,0,0
16.700,-26.45,-33.54,-8.54,0,0
16.800,-27.91,-33.54,-8.54,0,0
16.900,-32.61,-33.54,-8.54,0,0
17.000,-29.89,-33.54,-8.54,0,0
17.100,-26.66,-33.40,-8.40,0,0
17.200,-24.96,-33.01,-8.01,0,0
17.300,-35.50,-33.40,-8.40,0,0
17.400,-27.68,-33.40,-8.40,0,0
17.500,-28.09,-33.40,-8.40,0,0
17.600,-27.41,-33.40,-8.40,0,0
17.700,-30.43,-33.40,-8.40,0,0
17.800,-24.01,-33.40,-8.40,0,0
17.900,-23.13,-33.40,-8.40,0,0
18.000,-32.47,-33.40,-8.40,0,0
18.100,-24.45,-33.40,-8.40,0,0
18.200,-28.68,-33.40,-8.40,0,0
18.300,-27.34,-33.40,-8.40,0,0
18.400,-28.91,-33.40,-8.40,0,0
18.500,-30.01,-33.40,-8.40,0,0
18.600,-24.17,-33.40,-8.40,0,0
18.700,-23.61,-33.40,-8.40,0,0
18.800,-22.08,-33.40,-8.40,0,0
18.900,-22.49,-33.01,-8.01,0,0
19.000,-26.79,-32.64,-7.64,0,0
19.100,-30.92,-32.49,-7.49,0,0
19.200,-35.70,-32.49,-7.49,0,0
19.300,-26.48,-32.49,-7.49,0,0
