elapsed_s,cpu_user_pct,cpu_system_pct,cpu_total_pct,rss_mb,words_total,speaking_duration_s,avg_wpm,rms_avg,thermal_state,marker
3300.0,0.00,0.00,0.00,36.7,110845,3298.8,494.1,0.016627,0,
3310.0,0.54,0.14,0.67,36.6,111319,3306.6,394.9,0.016810,0,
3320.0,8.16,0.95,9.11,36.5,111664,3317.9,276.5,0.015519,0,
3330.0,0.00,0.00,0.00,36.6,112370,3329.4,227.0,0.016031,0,
3340.0,0.00,0.00,0.00,36.6,112598,3337.2,158.9,0.014998,0,
3350.0,0.00,0.00,0.00,36.7,112936,3348.6,217.8,0.015699,0,
3360.0,32.28,5.23,37.50,36.6,113093,3356.3,176.5,0.019289,0,
3370.0,0.00,0.00,0.00,36.7,113813,3368.0,204.9,0.015782,0,
3380.0,0.00,0.00,0.00,36.8,114103,3379.4,331.4,0.016239,0,
3390.0,0.00,0.00,0.00,36.9,114461,3387.1,249.5,0.014790,0,
3400.0,0.00,0.00,0.00,31.1,114633,3398.5,223.2,0.016233,0,
3410.0,0.00,0.00,0.00,32.7,114793,3406.2,156.2,0.015362,0,
3420.0,0.00,0.00,0.00,33.0,115201,3417.7,143.5,0.013837,0,
3430.0,0.00,0.00,0.00,33.0,115534,3429.3,234.2,0.013838,0,
3440.0,0.00,0.00,0.00,33.0,115748,3436.9,188.9,0.014653,0,
3450.0,0.00,0.00,0.00,33.0,116008,3448.5,156.5,0.018285,0,
3460.0,0.00,0.00,0.00,33.0,116161,3456.1,109.6,0.017163,0,
3470.0,14.72,2.15,16.87,33.0,117506,3467.9,123.2,0.015486,0,
3480.0,0.00,0.00,0.00,33.0,117891,3479.4,418.7,0.014953,0,
3490.0,0.00,0.00,0.00,33.0,118091,3486.9,293.1,0.015378,0,
3500.0,0.00,0.00,0.00,33.1,118434,3498.5,492.6,0.016847,0,
3510.0,19.99,3.08,23.07,33.1,119067,3509.9,424.3,0.015697,0,
3520.0,0.00,0.00,0.00,34.8,119684,3517.6,297.0,0.017035,0,
3530.0,0.00,0.00,0.00,33.1,120534,3529.1,268.5,0.011997,0,
3540.0,0.00,0.00,0.00,33.0,120604,3536.8,266.3,0.015568,0,
3550.0,0.00,0.00,0.00,33.0,120921,3548.3,278.9,0.020523,0,
3560.0,17.12,2.64,19.76,33.0,121291,3559.9,277.9,0.017568,0,
3570.0,0.00,0.00,0.00,33.0,121455,3567.6,310.2,0.015058,0,
3580.1,0.00,0.00,0.00,33.0,121597,3579.0,217.2,0.014922,0,
3590.1,7.56,1.41,8.97,33.0,121949,3586.8,152.0,0.012817,0,
3600.0,0.00,0.00,0.00,33.0,122116,3598.3,148.8,0.014717,0,
